,Unnamed: 0,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
857,17,91.0,131.0,148.0,154.0,158.0,159.0,0.0,65.0,94.0,97.0,100.0,102.0,0.0,0.0,4.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25143.0,49935.0,50125.0,50128.0,50128.0,50128.0,14,50128.509455645,91.6238101923775,China,moderna,35,hybrid,True
4,4,105.0,147.0,201.0,215.0,227.0,228.0,0.0,67.0,96.0,119.0,124.0,129.0,0.0,2.0,4.0,8.0,9.0,9.0,0.0,1.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,24395.0,48564.0,48738.0,48739.0,48739.0,48739.0,14,48739.63476718004,105.75946387602237,China,moderna,35,hybrid,True
473,23,90.0,178.0,322.0,495.0,597.0,678.0,0.0,51.0,125.0,211.0,307.0,378.0,0.0,0.0,6.0,12.0,25.0,29.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,39672.0,49719.0,49719.0,49719.0,49719.0,49719.0,14,49719.446407232535,90.6910120650291,France,az,35,hybrid,True
258,18,101.0,145.0,176.0,192.0,197.0,197.0,0.0,67.0,97.0,116.0,120.0,122.0,0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51457.0,51457.0,51457.0,51457.0,51457.0,51457.0,14,51457.28621888858,101.8170785726943,UK,pfizer,35,hybrid,True
565,25,106.0,133.0,153.0,155.0,156.0,157.0,0.0,66.0,91.0,103.0,105.0,105.0,0.0,2.0,8.0,9.0,10.0,10.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,40675.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
147,27,98.0,260.0,782.0,1970.0,4679.0,10262.0,0.0,51.0,222.0,652.0,1607.0,3859.0,0.0,0.0,4.0,14.0,54.0,133.0,0.0,0.0,0.0,3.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,48877.15583154997,98.24847085902476,China,none,35,hybrid,True
1305,15,104.0,230.0,599.0,1459.0,3344.0,7202.0,0.0,73.0,229.0,526.0,1258.0,2859.0,0.0,1.0,15.0,35.0,76.0,165.0,0.0,0.0,5.0,10.0,24.0,45.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49755.53491663295,104.91218343602756,Japan,none,35,hybrid,True
524,14,92.0,123.0,150.0,158.0,161.0,162.0,0.0,58.0,87.0,93.0,95.0,97.0,0.0,0.0,5.0,8.0,9.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,49379.0,49379.0,49379.0,49379.0,49379.0,49379.0,14,49379.55715033923,92.98151663291794,Japan,pfizer,35,hybrid,True
966,6,97.0,200.0,384.0,603.0,827.0,1031.0,0.0,61.0,144.0,273.0,406.0,551.0,0.0,0.0,3.0,12.0,21.0,27.0,0.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25068.0,49996.0,50206.0,50211.0,50211.0,50211.0,14,50211.60882661644,97.27296188254326,China,az,35,hybrid,True
561,21,106.0,137.0,172.0,183.0,187.0,187.0,0.0,67.0,99.0,113.0,120.0,121.0,0.0,0.0,3.0,7.0,8.0,8.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,40764.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
606,6,101.0,234.0,570.0,1269.0,2747.0,5536.0,0.0,65.0,194.0,501.0,1084.0,2288.0,0.0,2.0,5.0,29.0,73.0,129.0,0.0,0.0,2.0,11.0,23.0,40.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
1270,10,105.0,137.0,157.0,167.0,167.0,167.0,0.0,67.0,99.0,107.0,110.0,110.0,0.0,1.0,5.0,12.0,13.0,13.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,50398.0,50398.0,50398.0,50398.0,50398.0,50398.0,14,50398.41309243068,105.97783563947138,Japan,pfizer,35,hybrid,True
395,5,96.0,144.0,199.0,219.0,221.0,224.0,0.0,59.0,108.0,131.0,143.0,146.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25258.0,50131.0,50306.0,50307.0,50307.0,50307.0,14,50307.4916033199,96.84873311265744,China,pfizer,35,hybrid,True
187,7,88.0,122.0,162.0,175.0,180.0,181.0,0.0,48.0,78.0,93.0,97.0,98.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52144.0,52144.0,52144.0,52144.0,52144.0,52144.0,14,52144.95033726947,88.71070835884908,UK,pfizer,35,hybrid,True
1340,20,105.0,180.0,333.0,489.0,647.0,744.0,0.0,69.0,136.0,237.0,343.0,426.0,0.0,0.0,8.0,21.0,31.0,37.0,0.0,0.0,2.0,9.0,13.0,14.0,0.0,0.0,0.0,1.0,1.0,7.0,40007.0,50100.0,50100.0,50100.0,50100.0,50100.0,14,50100.278086344006,105.0807349103839,France,az,35,hybrid,True
624,24,101.0,227.0,563.0,1325.0,2799.0,5670.0,0.0,66.0,192.0,480.0,1085.0,2335.0,0.0,0.0,7.0,20.0,45.0,109.0,0.0,0.0,3.0,7.0,12.0,24.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
246,6,101.0,144.0,207.0,230.0,237.0,238.0,0.0,61.0,106.0,134.0,143.0,146.0,0.0,1.0,5.0,9.0,10.0,10.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,51457.0,51457.0,51457.0,51457.0,51457.0,51457.0,14,51457.28621888858,101.8170785726943,UK,pfizer,35,hybrid,True
924,24,107.0,165.0,205.0,225.0,235.0,236.0,0.0,68.0,118.0,135.0,142.0,147.0,0.0,2.0,8.0,13.0,14.0,14.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,51090.0,51090.0,51090.0,51090.0,51090.0,51090.0,14,51090.54380397731,107.31230456401526,Japan,pfizer,35,hybrid,True
1295,5,104.0,254.0,662.0,1539.0,3289.0,6556.0,0.0,75.0,225.0,587.0,1315.0,2718.0,0.0,3.0,11.0,33.0,73.0,167.0,0.0,0.0,2.0,6.0,14.0,38.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49755.53491663295,104.91218343602756,Japan,none,35,hybrid,True
953,23,96.0,192.0,337.0,513.0,661.0,756.0,0.0,58.0,142.0,229.0,334.0,412.0,0.0,0.0,1.0,3.0,9.0,26.0,0.0,0.0,1.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,40250.0,50442.0,50442.0,50442.0,50442.0,50442.0,14,50442.4308296262,96.99902118460956,France,az,35,hybrid,True
1110,0,106.0,147.0,179.0,195.0,204.0,207.0,0.0,52.0,91.0,107.0,114.0,116.0,0.0,0.0,4.0,7.0,8.0,8.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49999.0,49999.0,49999.0,49999.0,49999.0,49999.0,14,49999.85282301632,106.11698794366778,UK,moderna,35,hybrid,True
509,29,100.0,125.0,147.0,151.0,153.0,154.0,0.0,59.0,82.0,89.0,91.0,92.0,0.0,0.0,8.0,11.0,11.0,11.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,49904.0,49904.0,49904.0,49904.0,49904.0,49904.0,14,49904.16105332114,100.79498831914596,Japan,moderna,35,hybrid,True
900,0,107.0,145.0,178.0,193.0,197.0,199.0,0.0,73.0,100.0,120.0,123.0,124.0,0.0,0.0,9.0,14.0,15.0,15.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,51090.0,51090.0,51090.0,51090.0,51090.0,51090.0,14,51090.54380397731,107.31230456401526,Japan,pfizer,35,hybrid,True
1492,22,104.0,166.0,202.0,215.0,219.0,219.0,0.0,67.0,115.0,132.0,135.0,137.0,0.0,1.0,6.0,11.0,12.0,13.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,50188.0,50188.0,50188.0,50188.0,50188.0,50188.0,14,50188.82580515166,104.88307073450729,Japan,moderna,35,hybrid,True
1155,15,97.0,133.0,178.0,195.0,201.0,202.0,0.0,62.0,99.0,115.0,123.0,123.0,0.0,0.0,8.0,11.0,13.0,14.0,0.0,0.0,5.0,7.0,7.0,8.0,0.0,0.0,0.0,1.0,4.0,4.0,50136.0,50136.0,50136.0,50136.0,50136.0,50136.0,14,50136.38244329362,97.54370444253274,Japan,pfizer,35,hybrid,True
705,15,99.0,122.0,139.0,147.0,149.0,150.0,0.0,64.0,83.0,94.0,97.0,99.0,0.0,2.0,5.0,5.0,7.0,7.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,38845.0,48411.0,48411.0,48411.0,48411.0,48411.0,14,48411.57521259557,99.12324426118992,France,moderna,35,hybrid,True
297,27,106.0,293.0,883.0,2205.0,5005.0,10669.0,0.0,68.0,261.0,740.0,1778.0,4112.0,0.0,1.0,9.0,31.0,79.0,196.0,0.0,0.0,0.0,8.0,21.0,43.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49803.032288455855,106.88648265566805,China,none,35,hybrid,True
122,2,98.0,249.0,675.0,1884.0,4486.0,9811.0,0.0,59.0,208.0,595.0,1583.0,3741.0,0.0,3.0,11.0,23.0,58.0,145.0,0.0,0.0,1.0,1.0,6.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,48877.15583154997,98.24847085902476,China,none,35,hybrid,True
320,20,104.0,215.0,456.0,745.0,954.0,1141.0,0.0,72.0,182.0,347.0,510.0,643.0,0.0,1.0,7.0,20.0,33.0,52.0,0.0,0.0,1.0,6.0,12.0,19.0,0.0,0.0,0.0,1.0,2.0,6.0,49631.0,49631.0,49631.0,49631.0,49631.0,49631.0,14,49631.01418884,104.61927122139492,Japan,az,35,hybrid,True
622,22,101.0,267.0,798.0,2055.0,4556.0,9180.0,0.0,63.0,257.0,710.0,1762.0,3866.0,0.0,0.0,9.0,37.0,95.0,227.0,0.0,0.0,4.0,8.0,26.0,65.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
923,23,107.0,144.0,169.0,177.0,177.0,179.0,0.0,64.0,97.0,108.0,114.0,115.0,0.0,1.0,7.0,12.0,15.0,16.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,51090.0,51090.0,51090.0,51090.0,51090.0,51090.0,14,51090.54380397731,107.31230456401526,Japan,pfizer,35,hybrid,True
1189,19,96.0,181.0,322.0,473.0,599.0,708.0,0.0,64.0,143.0,237.0,332.0,402.0,0.0,1.0,5.0,13.0,20.0,25.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,50210.0,50210.0,50210.0,50210.0,50210.0,50210.0,14,50210.16071623414,96.10477445076984,Japan,az,35,hybrid,True
421,1,104.0,197.0,351.0,528.0,649.0,747.0,0.0,66.0,164.0,266.0,375.0,457.0,0.0,2.0,5.0,13.0,21.0,30.0,0.0,1.0,1.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,50118.0,50118.0,50118.0,50118.0,50118.0,50118.0,14,50118.11080239527,104.58361811850742,Japan,az,35,hybrid,True
662,2,101.0,200.0,414.0,649.0,869.0,1012.0,0.0,54.0,149.0,278.0,426.0,542.0,0.0,0.0,8.0,17.0,23.0,28.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25766.0,51256.0,51480.0,51482.0,51482.0,51482.0,14,51482.24752366832,101.33166738045342,China,az,35,hybrid,True
441,21,104.0,206.0,407.0,664.0,937.0,1158.0,0.0,77.0,162.0,300.0,483.0,652.0,0.0,1.0,5.0,12.0,27.0,40.0,0.0,0.0,1.0,4.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,3.0,50118.0,50118.0,50118.0,50118.0,50118.0,50118.0,14,50118.11080239527,104.58361811850742,Japan,az,35,hybrid,True
550,10,106.0,143.0,179.0,193.0,199.0,201.0,0.0,71.0,103.0,124.0,129.0,135.0,0.0,1.0,7.0,12.0,13.0,13.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,40740.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
551,11,106.0,144.0,182.0,195.0,198.0,198.0,0.0,52.0,96.0,115.0,122.0,124.0,0.0,1.0,5.0,9.0,11.0,11.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40858.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
418,28,96.0,154.0,215.0,245.0,250.0,252.0,0.0,60.0,100.0,127.0,139.0,140.0,0.0,2.0,8.0,15.0,19.0,19.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,25000.0,50130.0,50306.0,50307.0,50307.0,50307.0,14,50307.4916033199,96.84873311265744,China,pfizer,35,hybrid,True
1467,27,94.0,183.0,292.0,419.0,535.0,629.0,0.0,56.0,109.0,186.0,260.0,325.0,0.0,1.0,6.0,9.0,17.0,26.0,0.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,40766.0,50904.0,50904.0,50904.0,50904.0,50904.0,14,50904.87934731831,94.66760154710592,France,az,35,hybrid,True
327,27,104.0,224.0,407.0,633.0,842.0,987.0,0.0,66.0,177.0,304.0,458.0,577.0,0.0,2.0,6.0,24.0,37.0,54.0,0.0,0.0,3.0,9.0,14.0,18.0,0.0,0.0,0.0,0.0,4.0,5.0,49631.0,49631.0,49631.0,49631.0,49631.0,49631.0,14,49631.01418884,104.61927122139492,Japan,az,35,hybrid,True
679,19,101.0,206.0,374.0,612.0,829.0,984.0,0.0,56.0,143.0,263.0,408.0,519.0,0.0,0.0,4.0,10.0,18.0,22.0,0.0,0.0,3.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,25749.0,51283.0,51480.0,51482.0,51482.0,51482.0,14,51482.24752366832,101.33166738045342,China,az,35,hybrid,True
420,0,104.0,224.0,380.0,610.0,823.0,944.0,0.0,75.0,175.0,284.0,426.0,550.0,0.0,1.0,11.0,26.0,37.0,51.0,0.0,0.0,5.0,8.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,50118.0,50118.0,50118.0,50118.0,50118.0,50118.0,14,50118.11080239527,104.58361811850742,Japan,az,35,hybrid,True
601,1,101.0,211.0,484.0,1004.0,2223.0,4394.0,0.0,67.0,182.0,378.0,835.0,1789.0,0.0,0.0,5.0,17.0,41.0,89.0,0.0,0.0,5.0,9.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
1208,8,100.0,139.0,180.0,196.0,209.0,212.0,0.0,63.0,98.0,118.0,127.0,133.0,0.0,0.0,4.0,7.0,8.0,8.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,40562.0,50726.0,50726.0,50726.0,50726.0,50726.0,14,50726.59077744226,100.58683593803556,France,moderna,35,hybrid,True
65,5,95.0,126.0,150.0,169.0,172.0,172.0,0.0,59.0,93.0,104.0,110.0,112.0,0.0,1.0,2.0,5.0,7.0,7.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,49107.0,49107.0,49107.0,49107.0,49107.0,49107.0,14,49107.12097131943,95.66269966418884,UK,pfizer,35,hybrid,True
354,24,95.0,132.0,165.0,174.0,181.0,185.0,0.0,64.0,88.0,96.0,101.0,104.0,0.0,0.0,2.0,3.0,6.0,6.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,48570.0,48570.0,48570.0,48570.0,48570.0,48570.0,14,48570.25146506496,95.2205948554948,UK,pfizer,35,hybrid,True
1135,25,106.0,152.0,197.0,214.0,222.0,224.0,0.0,61.0,107.0,128.0,138.0,143.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49999.0,49999.0,49999.0,49999.0,49999.0,49999.0,14,49999.85282301632,106.11698794366778,UK,moderna,35,hybrid,True
1167,27,97.0,137.0,158.0,179.0,185.0,187.0,0.0,63.0,90.0,106.0,113.0,114.0,0.0,2.0,6.0,10.0,11.0,11.0,0.0,1.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,50136.0,50136.0,50136.0,50136.0,50136.0,50136.0,14,50136.38244329362,97.54370444253274,Japan,pfizer,35,hybrid,True
1023,3,102.0,167.0,312.0,458.0,559.0,624.0,0.0,65.0,137.0,242.0,332.0,386.0,0.0,0.0,5.0,16.0,24.0,33.0,0.0,0.0,2.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,50184.0,50184.0,50184.0,50184.0,50184.0,50184.0,14,50184.85649921006,102.993990282074,Japan,az,35,hybrid,True
1046,26,102.0,218.0,421.0,694.0,914.0,1088.0,0.0,70.0,173.0,329.0,487.0,625.0,0.0,0.0,8.0,18.0,29.0,36.0,0.0,0.0,2.0,8.0,14.0,18.0,0.0,0.0,0.0,1.0,4.0,6.0,50184.0,50184.0,50184.0,50184.0,50184.0,50184.0,14,50184.85649921006,102.993990282074,Japan,az,35,hybrid,True
1227,27,100.0,151.0,188.0,213.0,219.0,220.0,0.0,62.0,99.0,115.0,126.0,129.0,0.0,1.0,5.0,6.0,8.0,9.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,40630.0,50726.0,50726.0,50726.0,50726.0,50726.0,14,50726.59077744226,100.58683593803556,France,moderna,35,hybrid,True
563,23,106.0,153.0,189.0,199.0,204.0,207.0,0.0,63.0,110.0,132.0,137.0,139.0,0.0,3.0,12.0,16.0,17.0,17.0,0.0,1.0,6.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,3.0,4.0,40691.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
230,20,99.0,164.0,210.0,239.0,247.0,253.0,0.0,64.0,105.0,132.0,141.0,145.0,0.0,1.0,5.0,9.0,10.0,11.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,49309.0,49309.0,49309.0,49309.0,49309.0,49309.0,14,49309.362333392106,99.5424935567896,UK,moderna,35,hybrid,True
1360,10,99.0,196.0,335.0,504.0,647.0,760.0,0.0,62.0,132.0,230.0,334.0,412.0,0.0,0.0,8.0,19.0,24.0,30.0,0.0,0.0,2.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,3.0,3.0,38705.0,48442.0,48442.0,48442.0,48442.0,48442.0,14,48442.10004608631,99.95485323006272,France,az,35,hybrid,True
425,5,104.0,175.0,262.0,367.0,448.0,495.0,0.0,65.0,128.0,191.0,253.0,297.0,0.0,0.0,7.0,15.0,21.0,25.0,0.0,0.0,2.0,4.0,8.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,50118.0,50118.0,50118.0,50118.0,50118.0,50118.0,14,50118.11080239527,104.58361811850742,Japan,az,35,hybrid,True
419,29,96.0,143.0,189.0,210.0,219.0,223.0,0.0,61.0,90.0,114.0,125.0,129.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25102.0,50105.0,50305.0,50307.0,50307.0,50307.0,14,50307.4916033199,96.84873311265744,China,pfizer,35,hybrid,True
1473,3,104.0,145.0,188.0,204.0,211.0,212.0,0.0,60.0,103.0,124.0,131.0,133.0,0.0,0.0,6.0,8.0,10.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,50188.0,50188.0,50188.0,50188.0,50188.0,50188.0,14,50188.82580515166,104.88307073450729,Japan,moderna,35,hybrid,True
250,10,101.0,134.0,174.0,189.0,195.0,198.0,0.0,64.0,98.0,116.0,123.0,125.0,0.0,1.0,6.0,10.0,12.0,13.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,51457.0,51457.0,51457.0,51457.0,51457.0,51457.0,14,51457.28621888858,101.8170785726943,UK,pfizer,35,hybrid,True
1009,19,95.0,219.0,419.0,646.0,851.0,979.0,0.0,64.0,161.0,304.0,460.0,551.0,0.0,0.0,5.0,13.0,28.0,41.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,48433.0,48433.0,48433.0,48433.0,48433.0,48433.0,14,48433.62597969629,95.206665792963,Japan,az,35,hybrid,True
802,22,99.0,154.0,207.0,228.0,240.0,248.0,0.0,69.0,120.0,140.0,149.0,152.0,0.0,1.0,7.0,8.0,8.0,8.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,49243.0,49243.0,49243.0,49243.0,49243.0,49243.0,14,49243.71139577163,99.74778186867265,Japan,moderna,35,hybrid,True
