,Unnamed: 0,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
1132,22,106.0,146.0,183.0,193.0,198.0,199.0,0.0,67.0,104.0,118.0,122.0,124.0,0.0,3.0,12.0,13.0,14.0,14.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,49999.0,49999.0,49999.0,49999.0,49999.0,49999.0,14,49999.85282301632,106.11698794366778,UK,moderna,35,hybrid,True
1452,12,94.0,160.0,272.0,398.0,514.0,579.0,0.0,56.0,119.0,184.0,271.0,326.0,0.0,1.0,6.0,12.0,17.0,24.0,0.0,1.0,2.0,6.0,9.0,12.0,0.0,0.0,0.0,1.0,2.0,5.0,40688.0,50904.0,50904.0,50904.0,50904.0,50904.0,14,50904.87934731831,94.66760154710592,France,az,35,hybrid,True
929,29,107.0,158.0,197.0,213.0,216.0,216.0,0.0,65.0,106.0,124.0,131.0,131.0,0.0,0.0,11.0,16.0,17.0,18.0,0.0,0.0,5.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,5.0,51090.0,51090.0,51090.0,51090.0,51090.0,51090.0,14,51090.54380397731,107.31230456401526,Japan,pfizer,35,hybrid,True
934,4,96.0,170.0,268.0,371.0,443.0,483.0,0.0,59.0,125.0,194.0,243.0,275.0,0.0,1.0,10.0,15.0,18.0,20.0,0.0,0.0,4.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,40331.0,50441.0,50442.0,50442.0,50442.0,50442.0,14,50442.4308296262,96.99902118460956,France,az,35,hybrid,True
217,7,99.0,145.0,186.0,198.0,211.0,213.0,0.0,64.0,102.0,116.0,121.0,126.0,0.0,4.0,13.0,14.0,15.0,15.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,49309.0,49309.0,49309.0,49309.0,49309.0,49309.0,14,49309.362333392106,99.5424935567896,UK,moderna,35,hybrid,True
1041,21,102.0,173.0,335.0,506.0,656.0,763.0,0.0,66.0,155.0,262.0,363.0,447.0,0.0,0.0,9.0,20.0,28.0,46.0,0.0,0.0,0.0,7.0,10.0,15.0,0.0,0.0,0.0,1.0,2.0,5.0,50184.0,50184.0,50184.0,50184.0,50184.0,50184.0,14,50184.85649921006,102.993990282074,Japan,az,35,hybrid,True
566,26,106.0,150.0,198.0,213.0,216.0,217.0,0.0,71.0,112.0,139.0,145.0,145.0,0.0,0.0,8.0,9.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40691.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
1001,11,95.0,173.0,301.0,426.0,544.0,624.0,0.0,61.0,119.0,193.0,274.0,333.0,0.0,0.0,6.0,12.0,21.0,35.0,0.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,0.0,2.0,4.0,4.0,48433.0,48433.0,48433.0,48433.0,48433.0,48433.0,14,48433.62597969629,95.206665792963,Japan,az,35,hybrid,True
1411,1,94.0,122.0,159.0,173.0,176.0,176.0,0.0,59.0,87.0,105.0,109.0,110.0,0.0,0.0,4.0,6.0,8.0,9.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,40498.0,50763.0,50763.0,50763.0,50763.0,50763.0,14,50763.89172781857,94.32470499607496,France,pfizer,35,hybrid,True
1412,2,94.0,129.0,164.0,180.0,185.0,185.0,0.0,58.0,90.0,110.0,115.0,117.0,0.0,0.0,5.0,8.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,40616.0,50763.0,50763.0,50763.0,50763.0,50763.0,14,50763.89172781857,94.32470499607496,France,pfizer,35,hybrid,True
1120,10,106.0,154.0,204.0,223.0,235.0,245.0,0.0,69.0,111.0,129.0,138.0,144.0,0.0,1.0,5.0,12.0,15.0,15.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,49999.0,49999.0,49999.0,49999.0,49999.0,49999.0,14,49999.85282301632,106.11698794366778,UK,moderna,35,hybrid,True
1256,26,99.0,241.0,643.0,1361.0,2808.0,5802.0,0.0,64.0,212.0,519.0,1110.0,2361.0,0.0,0.0,14.0,30.0,72.0,139.0,0.0,0.0,4.0,10.0,24.0,47.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51234.41111932517,99.79926650480289,Japan,none,35,hybrid,True
679,19,101.0,206.0,374.0,612.0,829.0,984.0,0.0,56.0,143.0,263.0,408.0,519.0,0.0,0.0,4.0,10.0,18.0,22.0,0.0,0.0,3.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,25749.0,51283.0,51480.0,51482.0,51482.0,51482.0,14,51482.24752366832,101.33166738045342,China,az,35,hybrid,True
984,24,97.0,219.0,435.0,703.0,955.0,1128.0,0.0,66.0,162.0,326.0,490.0,621.0,0.0,0.0,9.0,23.0,34.0,47.0,0.0,0.0,1.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,25076.0,50006.0,50207.0,50211.0,50211.0,50211.0,14,50211.60882661644,97.27296188254326,China,az,35,hybrid,True
1133,23,106.0,161.0,212.0,230.0,236.0,237.0,0.0,64.0,115.0,134.0,141.0,143.0,0.0,2.0,9.0,13.0,14.0,14.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49999.0,49999.0,49999.0,49999.0,49999.0,49999.0,14,49999.85282301632,106.11698794366778,UK,moderna,35,hybrid,True
545,5,106.0,130.0,159.0,169.0,171.0,172.0,0.0,67.0,93.0,106.0,109.0,110.0,0.0,1.0,7.0,8.0,10.0,10.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,40791.0,50992.0,50992.0,50992.0,50992.0,50992.0,14,50992.83219826634,106.7656023274978,France,moderna,35,hybrid,True
1147,7,97.0,150.0,193.0,210.0,213.0,214.0,0.0,67.0,102.0,126.0,131.0,133.0,0.0,2.0,15.0,16.0,17.0,17.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,50136.0,50136.0,50136.0,50136.0,50136.0,50136.0,14,50136.38244329362,97.54370444253274,Japan,pfizer,35,hybrid,True
395,5,96.0,144.0,199.0,219.0,221.0,224.0,0.0,59.0,108.0,131.0,143.0,146.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25258.0,50131.0,50306.0,50307.0,50307.0,50307.0,14,50307.4916033199,96.84873311265744,China,pfizer,35,hybrid,True
507,27,100.0,135.0,158.0,177.0,182.0,183.0,0.0,72.0,94.0,113.0,121.0,122.0,0.0,2.0,9.0,11.0,14.0,15.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,49904.0,49904.0,49904.0,49904.0,49904.0,49904.0,14,49904.16105332114,100.79498831914596,Japan,moderna,35,hybrid,True
706,16,99.0,148.0,187.0,203.0,212.0,214.0,0.0,59.0,103.0,118.0,127.0,128.0,0.0,0.0,4.0,8.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38870.0,48411.0,48411.0,48411.0,48411.0,48411.0,14,48411.57521259557,99.12324426118992,France,moderna,35,hybrid,True
1388,8,101.0,285.0,787.0,1871.0,4291.0,9063.0,0.0,55.0,252.0,652.0,1556.0,3501.0,0.0,0.0,8.0,30.0,75.0,169.0,0.0,0.0,3.0,10.0,22.0,45.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49639.41530953354,101.68813883953788,UK,none,35,hybrid,True
1477,7,104.0,144.0,191.0,198.0,201.0,202.0,0.0,63.0,100.0,117.0,120.0,121.0,0.0,0.0,6.0,9.0,10.0,11.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,50188.0,50188.0,50188.0,50188.0,50188.0,50188.0,14,50188.82580515166,104.88307073450729,Japan,moderna,35,hybrid,True
775,25,98.0,129.0,151.0,162.0,164.0,164.0,0.0,59.0,88.0,95.0,100.0,100.0,0.0,2.0,3.0,7.0,9.0,9.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,39586.0,49640.0,49640.0,49640.0,49640.0,49640.0,14,49640.443087842286,98.3422736662664,France,pfizer,35,hybrid,True
161,11,96.0,171.0,307.0,434.0,527.0,598.0,0.0,66.0,138.0,217.0,300.0,346.0,0.0,0.0,5.0,18.0,28.0,36.0,0.0,0.0,3.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,49518.0,49518.0,49518.0,49518.0,49518.0,49518.0,14,49518.679714966514,96.72779348304503,Japan,az,35,hybrid,True
289,19,106.0,266.0,757.0,1859.0,4272.0,9153.0,0.0,66.0,230.0,609.0,1483.0,3412.0,0.0,1.0,9.0,27.0,67.0,151.0,0.0,0.0,1.0,4.0,10.0,26.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49803.032288455855,106.88648265566805,China,none,35,hybrid,True
981,21,97.0,188.0,433.0,730.0,1008.0,1218.0,0.0,59.0,165.0,304.0,488.0,633.0,0.0,0.0,2.0,5.0,16.0,26.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25039.0,49980.0,50210.0,50211.0,50211.0,50211.0,14,50211.60882661644,97.27296188254326,China,az,35,hybrid,True
153,3,96.0,192.0,411.0,649.0,848.0,1028.0,0.0,59.0,146.0,297.0,446.0,568.0,0.0,0.0,7.0,18.0,36.0,53.0,0.0,0.0,3.0,7.0,12.0,16.0,0.0,0.0,0.0,2.0,4.0,7.0,49518.0,49518.0,49518.0,49518.0,49518.0,49518.0,14,49518.679714966514,96.72779348304503,Japan,az,35,hybrid,True
1372,22,99.0,187.0,355.0,544.0,723.0,858.0,0.0,64.0,137.0,240.0,353.0,445.0,0.0,3.0,13.0,20.0,35.0,48.0,0.0,1.0,5.0,10.0,16.0,19.0,0.0,0.0,0.0,2.0,5.0,5.0,38707.0,48442.0,48442.0,48442.0,48442.0,48442.0,14,48442.10004608631,99.95485323006272,France,az,35,hybrid,True
734,14,88.0,129.0,184.0,195.0,199.0,200.0,0.0,57.0,100.0,119.0,122.0,125.0,0.0,0.0,2.0,3.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25487.0,50888.0,51088.0,51088.0,51088.0,51088.0,14,51088.166094093074,88.94027363346837,China,pfizer,35,hybrid,True
1465,25,94.0,164.0,285.0,402.0,508.0,565.0,0.0,61.0,127.0,196.0,269.0,328.0,0.0,1.0,5.0,8.0,14.0,20.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,40608.0,50904.0,50904.0,50904.0,50904.0,50904.0,14,50904.87934731831,94.66760154710592,France,az,35,hybrid,True
1213,13,100.0,143.0,182.0,193.0,201.0,201.0,0.0,57.0,92.0,104.0,108.0,108.0,0.0,0.0,5.0,7.0,7.0,7.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,40519.0,50726.0,50726.0,50726.0,50726.0,50726.0,14,50726.59077744226,100.58683593803556,France,moderna,35,hybrid,True
384,24,98.0,185.0,412.0,877.0,1922.0,3943.0,0.0,60.0,159.0,344.0,740.0,1584.0,0.0,1.0,6.0,17.0,36.0,83.0,0.0,1.0,2.0,4.0,8.0,21.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51074.20002609812,98.47468271854748,France,none,35,hybrid,True
278,8,106.0,245.0,658.0,1444.0,3136.0,6839.0,0.0,60.0,205.0,517.0,1142.0,2509.0,0.0,0.0,6.0,17.0,37.0,97.0,0.0,0.0,1.0,3.0,10.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49803.032288455855,106.88648265566805,China,none,35,hybrid,True
608,8,101.0,203.0,510.0,1187.0,2532.0,5264.0,0.0,56.0,175.0,453.0,992.0,2092.0,0.0,2.0,8.0,20.0,44.0,102.0,0.0,0.0,1.0,6.0,12.0,31.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
796,16,99.0,140.0,173.0,187.0,190.0,191.0,0.0,62.0,103.0,120.0,127.0,130.0,0.0,1.0,5.0,10.0,11.0,11.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,49243.0,49243.0,49243.0,49243.0,49243.0,49243.0,14,49243.71139577163,99.74778186867265,Japan,moderna,35,hybrid,True
1081,1,95.0,122.0,153.0,163.0,165.0,165.0,0.0,57.0,79.0,98.0,100.0,101.0,0.0,1.0,6.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50201.0,50201.0,50201.0,50201.0,50201.0,50201.0,14,50201.95375841179,95.3929475480306,Japan,pfizer,35,hybrid,True
481,1,100.0,139.0,181.0,198.0,203.0,205.0,0.0,52.0,93.0,110.0,124.0,126.0,0.0,2.0,5.0,8.0,8.0,9.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49904.0,49904.0,49904.0,49904.0,49904.0,49904.0,14,49904.16105332114,100.79498831914596,Japan,moderna,35,hybrid,True
748,28,88.0,137.0,176.0,190.0,197.0,198.0,0.0,55.0,96.0,111.0,118.0,119.0,0.0,0.0,5.0,8.0,8.0,8.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25393.0,50873.0,51086.0,51088.0,51088.0,51088.0,14,51088.166094093074,88.94027363346837,China,pfizer,35,hybrid,True
495,15,100.0,139.0,168.0,173.0,174.0,175.0,0.0,55.0,92.0,105.0,109.0,110.0,0.0,0.0,7.0,11.0,11.0,11.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,49904.0,49904.0,49904.0,49904.0,49904.0,49904.0,14,49904.16105332114,100.79498831914596,Japan,moderna,35,hybrid,True
539,29,92.0,139.0,160.0,171.0,172.0,172.0,0.0,62.0,98.0,110.0,117.0,117.0,0.0,1.0,5.0,7.0,10.0,10.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,49379.0,49379.0,49379.0,49379.0,49379.0,49379.0,14,49379.55715033923,92.98151663291794,Japan,pfizer,35,hybrid,True
789,9,99.0,145.0,202.0,219.0,222.0,223.0,0.0,58.0,108.0,123.0,131.0,133.0,0.0,0.0,10.0,13.0,13.0,14.0,0.0,0.0,6.0,11.0,11.0,12.0,0.0,0.0,0.0,3.0,8.0,8.0,49243.0,49243.0,49243.0,49243.0,49243.0,49243.0,14,49243.71139577163,99.74778186867265,Japan,moderna,35,hybrid,True
95,5,103.0,170.0,232.0,265.0,272.0,274.0,0.0,62.0,119.0,153.0,165.0,168.0,0.0,0.0,5.0,10.0,11.0,12.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,25109.0,49827.0,50020.0,50022.0,50022.0,50022.0,14,50022.07495389883,103.71610485739647,China,moderna,35,hybrid,True
947,17,96.0,186.0,369.0,597.0,809.0,991.0,0.0,63.0,149.0,268.0,403.0,528.0,0.0,0.0,13.0,17.0,25.0,35.0,0.0,0.0,6.0,8.0,9.0,12.0,0.0,0.0,0.0,1.0,4.0,5.0,40453.0,50442.0,50442.0,50442.0,50442.0,50442.0,14,50442.4308296262,96.99902118460956,France,az,35,hybrid,True
604,4,101.0,221.0,514.0,1114.0,2326.0,4662.0,0.0,58.0,185.0,427.0,936.0,1904.0,0.0,1.0,8.0,23.0,44.0,89.0,0.0,0.0,2.0,9.0,13.0,27.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49997.9067815852,101.0044121822941,France,none,35,hybrid,True
996,6,95.0,158.0,283.0,397.0,493.0,547.0,0.0,62.0,129.0,214.0,288.0,345.0,0.0,1.0,9.0,19.0,27.0,35.0,0.0,1.0,2.0,3.0,7.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,48433.0,48433.0,48433.0,48433.0,48433.0,48433.0,14,48433.62597969629,95.206665792963,Japan,az,35,hybrid,True
286,16,106.0,235.0,599.0,1468.0,3357.0,7251.0,0.0,62.0,197.0,500.0,1218.0,2712.0,0.0,1.0,4.0,19.0,53.0,122.0,0.0,0.0,1.0,2.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49803.032288455855,106.88648265566805,China,none,35,hybrid,True
380,20,98.0,230.0,662.0,1562.0,3561.0,7328.0,0.0,71.0,219.0,566.0,1377.0,2979.0,0.0,1.0,7.0,32.0,61.0,152.0,0.0,0.0,0.0,6.0,13.0,43.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51074.20002609812,98.47468271854748,France,none,35,hybrid,True
1163,23,97.0,149.0,195.0,215.0,224.0,226.0,0.0,66.0,108.0,128.0,133.0,138.0,0.0,2.0,10.0,14.0,15.0,17.0,0.0,0.0,2.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,50136.0,50136.0,50136.0,50136.0,50136.0,50136.0,14,50136.38244329362,97.54370444253274,Japan,pfizer,35,hybrid,True
255,15,101.0,129.0,164.0,172.0,174.0,178.0,0.0,53.0,82.0,93.0,99.0,101.0,0.0,0.0,6.0,11.0,12.0,13.0,0.0,0.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,51457.0,51457.0,51457.0,51457.0,51457.0,51457.0,14,51457.28621888858,101.8170785726943,UK,pfizer,35,hybrid,True
1413,3,94.0,138.0,173.0,195.0,201.0,201.0,0.0,60.0,90.0,108.0,117.0,119.0,0.0,0.0,6.0,7.0,7.0,7.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,40405.0,50763.0,50763.0,50763.0,50763.0,50763.0,14,50763.89172781857,94.32470499607496,France,pfizer,35,hybrid,True
886,16,102.0,125.0,139.0,149.0,151.0,152.0,0.0,56.0,80.0,87.0,89.0,89.0,0.0,1.0,3.0,6.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40078.0,49948.0,49948.0,49948.0,49948.0,49948.0,14,49948.50214681416,102.71998584917912,France,moderna,35,hybrid,True
1427,17,94.0,125.0,156.0,174.0,177.0,177.0,0.0,54.0,82.0,96.0,105.0,106.0,0.0,3.0,9.0,12.0,12.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,40709.0,50763.0,50763.0,50763.0,50763.0,50763.0,14,50763.89172781857,94.32470499607496,France,pfizer,35,hybrid,True
410,20,96.0,175.0,233.0,268.0,287.0,292.0,0.0,58.0,127.0,150.0,164.0,172.0,0.0,1.0,5.0,7.0,10.0,10.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,25169.0,50137.0,50305.0,50307.0,50307.0,50307.0,14,50307.4916033199,96.84873311265744,China,pfizer,35,hybrid,True
958,28,96.0,204.0,437.0,688.0,932.0,1100.0,0.0,61.0,172.0,326.0,479.0,620.0,0.0,1.0,5.0,16.0,32.0,38.0,0.0,0.0,0.0,7.0,12.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,40276.0,50442.0,50442.0,50442.0,50442.0,50442.0,14,50442.4308296262,96.99902118460956,France,az,35,hybrid,True
